ESS_Min,Ann_Ret,Volatility,Sharpe,Max_DD,Wealth,Turnover,Avg_ESS,Min_ESS,Retained_Frac
0.0,11.278384864407693,13.945677105509017,0.8087369855962281,-41.68774504133401,25.040424791504154,9.478852330762708,83.02077929105958,2.182196450173535,100.0
10.0,0.11042239135476886,0.13916984652445305,0.7934361796926098,-41.715639520802405,23.293179452576666,9.586369066553324,86.88895227219516,16.42722995239212,39.279549131765876
20.0,0.11018426430592321,0.13578507111644636,0.8114608137696636,-40.83767819765778,23.468610735950886,11.131921598774868,92.53593322100066,26.271282138185654,27.539893057134446
40.0,0.10982674290054532,0.13258951087154844,0.8283215027993015,-45.94125231531283,23.541468638856703,12.879165470989815,112.60593299236602,52.136390167451815,18.26569708343107
