Grid_Size,Avg_Runtime,Avg_Active_States,Avg_Worst_CVaR,L1_Distance
11,0.2987356424331665,3.6,4.4011472096152096,0.1456150152993173
21,0.38298473358154295,3.8,4.449312742066879,0.037173726205962807
41,0.5737743020057678,3.8,4.453221479817859,0.012067289220472741
81,0.8271687150001525,3.6,4.456429968749408,0.0
