Iteration,Master_LB,Oracle_UB,Optimality_Gap,Active_Count
1,1.8153599877815916,6.401694444444443,4.5863344566628514,1
2,6.164559075930965,7.025142285714285,0.86058320978332,2
3,6.265782887349617,6.2657828873496175,1.3877787807814457e-15,3
