Target_Return,MV_Return,MV_CVaR,Nom_Return,Nom_CVaR,Rob_Return,Rob_CVaR
0.08777143538377791,0.11148239692648604,2.0793733452380447,0.1136065088992323,2.072569326233352,0.10236491773087847,8.624003208339554
0.09021204178007622,0.11148239692648605,2.0793733452380443,0.1136065088992323,2.072569326233351,0.10236491773087847,8.624003208339554
0.09265264817637453,0.11148239692648605,2.0793733452380443,0.11360650889923254,2.0725693262333538,0.10236491773087847,8.624003208339554
0.09509325457267284,0.11148239692648605,2.0793733452380443,0.11360650889923231,2.0725693262333515,0.10236491773087847,8.624003208339554
0.09753386096897115,0.11148239692648605,2.0793733452380443,0.11360650889923231,2.0725693262333515,0.10236491773087847,8.624003208339554
0.09997446736526946,0.11148239692648605,2.0793733452380443,0.11360650889923381,2.0725693262333533,0.10236491773087847,8.624003208339554
0.10241507376156778,0.11148239692648602,2.0793733452380447,0.11360650889923123,2.072569326233354,0.10241507376156778,8.624029171219497
0.10485568015786609,0.11148239692648602,2.0793733452380447,0.11360650889923228,2.072569326233351,0.1048556801578661,8.625292532175056
0.1072962865541644,0.11148239692648602,2.0793733452380447,0.11360650889922232,2.07256932623334,0.1072962865541644,8.626555893130613
0.10973689295046271,0.11148239692648602,2.0793733452380447,0.1136065088992323,2.072569326233351,0.1097368929504627,8.635053066310922
0.11217749934676102,0.11217749934676101,2.078510478467699,0.11360650889923403,2.0725693262334017,0.11217749934676102,8.667641871767739
0.11461810574305933,0.11461810574305933,2.0770735653381176,0.11461810574305938,2.0730256949444748,0.11461810574305933,8.708993126925323
0.11705871213935765,0.11705871213935763,2.084406005817113,0.11705871213935765,2.0814490959281597,0.11705871213935765,8.750598596378065
0.11949931853565596,0.11949931853565597,2.0951079124003855,0.11949931853565599,2.0938374744992387,0.11949931853565596,8.793021955303281
0.12193992493195427,0.12193992493195428,2.1109502841099914,0.12193992493195427,2.109880878440016,0.12193992493195425,8.83578661657947
0.12438053132825258,0.12438053132825257,2.131472064937148,0.1243805313282526,2.1298621016055734,0.12438053132825258,8.88216973046432
0.1268211377245509,0.12682113772455092,2.159728030790346,0.12682113772455084,2.154478656087225,0.1268211377245509,8.935055334131677
0.1292617441208492,0.1292617441208492,2.1911781264261982,0.12926174412084923,2.1845471357743427,0.12926174412084923,8.9900098372551
0.13170235051714752,0.1317023505171475,2.228001252364496,0.13170235051714746,2.2217679630279457,0.13170235051714752,9.044964340378515
0.13414295691344583,0.13414295691344572,2.2697171949217094,0.13414295691344583,2.2660169283758447,0.13414295691344583,9.104139826736658
0.13658356330974414,0.13658356330974414,2.3199934922879812,0.13658356330974414,2.31691576394231,0.13658356330974414,9.173823249691102
0.13902416970604245,0.13902416970604248,2.3777579745196333,0.13902416970604245,2.374472989790527,0.13902416970604245,9.244626080977904
0.14146477610234076,0.14146477610234073,2.4412770483547894,0.14146477610234076,2.438154182025772,0.14146477610234076,9.336208938535979
0.14390538249863907,0.1439053824986391,2.510890571187818,0.1439053824986391,2.507846187181397,0.14390538249863907,9.436327726651319
0.14634598889493738,0.1463459888949374,2.5944605265976506,0.14634598889493738,2.58959194756841,0.14634598889493738,9.550325418242323
