Return,Return_Gross,Turnover
0.015140081476886821,0.01580690235690141,0.6668208800145878
0.0334305544688972,0.03352762634152007,0.09707187262286807
0.03496850921212956,0.03506684282616557,0.09833361403601057
0.026493104548493084,0.026579501039532882,0.08639649103979821
0.021845547963524333,0.02192496979645031,0.07942183292597808
0.02223532389282037,0.022267282422813617,0.031958529993247255
0.031150301620236454,0.03121367557725052,0.06337395701406665
0.005834761978888346,0.005947838007277939,0.11307602838959274
0.02821896754370796,0.02833148840428934,0.11252086058137911
-0.0035644048553704778,-0.003429228025630726,0.1351768297397514
0.03436556583895329,0.03472661156348833,0.3610457245350396
0.033212507113154655,0.03353841966478277,0.32591255162811517
0.015919136280796102,0.015955675387456347,0.03653910666024415
0.039411157634333574,0.0395493227510062,0.1381651166726223
0.014735908367175627,0.014784603532724816,0.04869516554918839
-0.0012915425057649416,-0.0012394461629328113,0.052096342832130216
0.041075410623714365,0.041130727698070135,0.05531707435576864
-0.021634925291380603,-0.021603567207293506,0.031358084087097324
-0.05566275938413214,-0.05562841748856828,0.03434189556386172
0.05042070379942096,0.05051361259655085,0.0929087971298949
0.020134381094719697,0.020166393121893833,0.03201202717413671
0.01962521468445009,0.01968271312394787,0.05749843949778164
0.038760924484913924,0.038795802124893086,0.03487763997916486
0.003319869736354832,0.00336210608864973,0.04223635229489804
0.02691342871162538,0.026979277272279,0.06584856065362071
0.02596076979719518,0.026003693342707246,0.042923545512067535
-0.014996570942245937,-0.01491791476620008,0.07865617604585604
-0.05457019216679625,-0.05450332825259541,0.0668639142008399
0.07918684501117929,0.07928892013775579,0.10207512657650969
0.037228690489926164,0.0372756327490158,0.046942259089633454
0.04160303088553242,0.041657180894853374,0.05415000932095803
-0.0041133952020530416,-0.004040447566911465,0.07294763514157701
0.028707040789999236,0.02877990697941235,0.07286618941311399
0.006286951025186863,0.006354814819796051,0.06786379460918779
-0.019069029986601933,-0.019010509942210985,0.05852004439094842
-0.01862452894328142,-0.018526835130893482,0.0976938123879368
-0.0011476748522427339,-0.001012903699933343,0.13477115230939102
0.06647657724706826,0.06657771917078992,0.10114192372165125
0.04813720719900438,0.04827006859929317,0.13286140028879276
-0.011498160180626523,-0.01143044006418159,0.0677201164449324
-0.00013954681854390724,-2.7254989936720264e-5,0.11229182860718698
0.012229343018164538,0.012304195110001803,0.07485209183726546
-0.029456585803579273,-0.02936439834590443,0.09218745767484267
-0.04887699507446252,-0.04876098188307376,0.11601319138875506
-0.02253353444572504,-0.022399203549164026,0.13433089656101632
0.019572674255259336,0.019726234948356458,0.15356069309712292
0.06372625187696404,0.06385487142678992,0.1286195498258811
0.0033349811197839886,0.0033949275789280087,0.059946459144020116
-0.017342792434842446,-0.017233567577872866,0.10922485696957995
-0.016740492573845866,-0.016675754110915708,0.06473846293015867
0.022456964262896745,0.02255803053713401,0.10106627423726455
0.060430356540861305,0.06057618252961139,0.14582598875008213
-0.015077978060523073,-0.01500542089024648,0.072557170276594
0.005512571377956603,0.005601326725105826,0.0887553471492236
-0.005299010453633222,-0.005205646552210119,0.09336390142310236
-0.018474063403780622,-0.018394393249060337,0.07967015472028495
-0.049725147268908094,-0.04965795071630785,0.06719655260024286
-0.014897299685842155,-0.014828321941408151,0.06897774443400402
0.04089136167730137,0.040958231018415114,0.06686934111374303
0.0006865463192726801,0.0007315987637681598,0.04505244449547967
-0.001002150082478934,-0.0009311492085430917,0.07100087393584248
-0.0625184166930636,-0.062449093152430746,0.06932354063285401
0.05503013627424518,0.055131603162743126,0.1014668884979459
0.004160041606274467,0.004235663054111605,0.07562144783713755
-0.004824827900075592,-0.004724248105844486,0.10057979423110538
0.00650499839893764,0.006572054701725616,0.06705630278797559
-0.006301857434499169,-0.0062589586071269965,0.04289882737217272
0.04747182042750345,0.04754265270201641,0.0708322745129627
-0.0052122427288158685,-0.005125706360011528,0.08653636880434007
-0.02726784345430159,-0.027173432210227944,0.09441124407364673
0.032758189838861695,0.032835436364766935,0.07724652590524228
0.04586794564023447,0.04594980358166634,0.08185794143186556
-0.017932946954219844,-0.017886622609909475,0.04632434431036736
0.031310024203531295,0.031401430398964925,0.09140619543363009
