Label,MaxGradNorm,GridDisp,EmpiricalProduct,LocalSearchImp
1998-08 (LTCM),11.83456504728252,0.04364246943719554,0.51648964337853,0.0
2008-10 (Lehman),9.300137544817407,0.06372644648872806,0.5926647175876173,0.0
2013-05 (Taper Tantrum),1.9324556083276447,0.060516605071104394,0.11694565286660487,6.938893903907228e-18
2020-03 (COVID-19),25.714875420458345,0.06690991970638306,1.720580249642511,1.3877787807814457e-17
2022-09 (Inflation Shock),5.822130653528757,0.06690991970638306,0.38955829454768065,1.3877787807814457e-17
