ESS_Min,Ann_Return_Decimal,Ann_Vol_Decimal,Sharpe,Max_DD_Decimal,Wealth,Turnover_Decimal,Avg_ESS,Min_ESS,Retained_Frac_Decimal
0.0,0.12813576611342925,0.15238944369479032,0.8408441097144695,-0.4163775209413195,38.816958804831145,0.16954933683183585,85.82346984979593,1.0,1.0
10.0,0.12055115776574123,0.15367461200376537,0.7844572125081237,-0.5414667011313785,30.408125033952487,0.18290537981770363,94.02311651330098,10.032710259787834,0.1998231653404067
20.0,0.11024265242825344,0.15331923899990516,0.7190399140209771,-0.5023309037646203,22.041752404420404,0.20073116495109983,102.7411099581498,20.020880209778795,0.14732011283735422
40.0,0.1170625440565843,0.14955103689495736,0.7827598289325634,-0.4280227349284945,27.800174127797302,0.22292455392584884,120.60363426708282,40.0312359277871,0.10423019782625693
