Food,Beer,Smoke,Games,Books,Hshld,Clths,Hlth,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal,Oil,Util,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin,Other,Date
0.016790137044519277,0.059365582561632664,2.1751782910185625e-9,3.1082549070785404e-9,2.9373431563376724e-9,0.08327237813772989,6.44766628461737e-10,9.194552034112518e-9,0.016388121204118245,2.2096600226924179e-7,1.4968819071165647e-9,2.3235901839399636e-9,1.2113477611847577e-9,1.0728487412825814e-7,1.0852682250955315e-9,0.060289511518334386,0.13426964126908342,1.3428557400373217e-9,0.14999999820140764,0.14999999968731273,2.8606057326426997e-9,0.09242639550077035,1.9893135664093215e-9,7.469521936428267e-8,1.3526731434774623e-9,0.14999999777663645,5.738953542709653e-10,7.703089540978195e-10,0.08719780049424407,5.912792899315687e-10,1995-01-26
0.0028386943386447976,0.08471408250270343,1.8529475551621392e-8,3.900007098724557e-8,9.14341423351717e-9,0.07135901422029403,2.584540980342504e-9,3.1587820346290554e-8,0.01586146265532769,4.171913096304751e-8,5.7949929059211046e-9,1.4400107685778751e-8,3.5931929776262854e-9,6.249155135966361e-8,3.552107137345761e-9,0.02191762928408327,0.10244345461470179,2.939949895688902e-9,0.14999982876840634,0.14999999781482246,2.1122890506101066e-8,0.10261296461277006,5.410196388542337e-9,6.349811962885146e-8,7.358422957030793e-9,0.1499999829809501,2.318982732067123e-9,4.949358618207387e-9,0.14825254567949397,2.5334762902838285e-9,1995-02-27
0.033617462534158024,0.0726023221150945,2.455647729589988e-8,1.0585290725263551e-5,4.334710791050518e-8,0.10517634929809688,3.5809852394322025e-9,2.3642211723158466e-6,0.0016249615035848351,1.1457775398822826e-7,8.260529634249419e-9,1.0081105388875944e-8,5.287130921004603e-9,1.0438522317673286e-7,4.626563390081836e-9,0.02369984004705276,0.11480001870568991,3.947535237669657e-9,0.14999996517322373,0.1499999972983371,7.139341550246309e-8,0.03575983359845252,1.0138452987734472e-8,0.012706032554808204,1.1796034324030384e-8,0.14999999297351163,3.1237431443683182e-9,9.270500571374598e-9,0.14999984278403458,3.529499129881911e-9,1995-03-28
0.04149225119004386,0.04027786242594224,5.197255245712441e-9,0.008897263998939415,5.900667624095612e-8,0.08856589744815375,9.173642428998109e-10,0.015004964233302703,0.033406233121201334,1.385345663397346e-8,2.054692598886963e-9,1.8471784616512643e-9,1.6257169075355958e-9,1.013245397245821e-8,1.1121203508325784e-9,0.011807679211383544,0.13334961458454042,1.34170846519435e-9,0.1499999955258034,0.1499999994713946,4.4257227452239745e-8,0.027196653999761393,3.3355945963789253e-9,1.443452529955163e-6,3.153356329200011e-9,0.1499999983115505,8.684492215504803e-10,3.1124730956869916e-9,0.14999999016073187,1.0489972666476556e-9,1995-04-27
0.05526116383575588,0.019223137951961986,1.8339780013394688e-8,4.6332612266482935e-7,0.0018045961744756435,0.07390992877423794,7.381479618215544e-9,0.004817545190907205,0.04813522165384727,2.685578997619465e-7,1.7071289889393105e-8,1.3931881604976809e-8,1.4244017473136212e-8,3.82817333329197e-8,8.390526324300333e-9,0.045142575049168104,0.14009931828606473,1.4923371589750746e-8,0.14999998001884085,0.1499999960649619,3.8098831595763222e-6,0.002720655250986822,3.9135677082160654e-8,0.008881208872470403,2.49474531729275e-8,0.14999998002615988,6.6203484470249474e-9,2.475256914634958e-8,0.14999991488745748,8.175394416804292e-9,1995-05-26
0.043163051310187765,0.025677691227831385,4.135133454908063e-8,1.6357795030462946e-7,0.005430731739967284,0.08057793138491344,1.0480241489040334e-8,1.7293100444524142e-6,0.05768308794033398,1.6355978699722856e-5,2.4060710292401636e-8,2.2264551100546077e-8,2.3047826460569155e-8,5.431669289056559e-8,1.325626965245787e-8,0.042620195009394665,0.13818725274421498,1.6757816393901275e-8,0.14999997291188358,0.14999999355816526,4.3388814306160504e-7,0.005456958523475605,6.639168384252622e-8,0.0011841919271618228,3.1103949544298083e-8,0.14999997375332833,9.414333672190707e-9,3.059788148203702e-8,0.14999993074113083,1.1429882589031321e-8,1995-06-27
0.02933695378675861,0.05165314677364431,1.1211097672207975e-8,6.541001499072975e-7,9.362998544338116e-7,0.044065330226340724,5.377682379401835e-9,8.905498891284292e-8,0.06015697665515102,1.0796084812899735e-7,1.1590461752265819e-8,1.1486313975572406e-8,1.1072213788399573e-8,1.774218785264453e-8,7.92421030763478e-9,0.05532594462708464,0.13468392219194947,6.072515004601036e-9,0.14999998108843637,0.1499999959344426,2.5973969064211167e-6,0.02477192728543769,7.300237509486008e-8,1.2728084724045244e-6,1.8261268358375676e-8,0.1499999852005125,4.914711336860235e-9,1.74255062355154e-8,0.14999997737098653,5.157491462827076e-9,1995-07-27
0.012836604547091115,0.037021212770047544,8.74187755265734e-9,0.004882093895195523,0.02758587546341744,0.0008281270751432234,6.415327620576511e-9,2.0150315123696717e-7,0.03080261656598194,2.5457844264106027e-7,1.0748179998522835e-8,1.0299656272787471e-8,1.3405403837731286e-8,1.5997549365222234e-8,7.136756194681599e-9,0.08467265531675447,0.12739884417990807,5.902435031486666e-9,0.14999994401302927,0.1499999962518576,0.038944177384064776,0.035019793598648596,7.341504898130703e-6,1.2230595703953856e-7,2.996196431432703e-8,0.14999996974582422,4.997787479097089e-9,6.341126776892586e-8,0.14999998695096525,5.331416528769235e-9,1995-08-25
1.490303032227536e-6,0.030012211853571984,9.58135179558959e-9,0.0369505066848163,0.016553115906420935,0.019373879022425676,1.1766797360948402e-8,1.4289414586415774e-7,0.05080641645974191,8.979609325365123e-5,1.2666465228542572e-8,1.0133469390868409e-8,1.625947690912428e-8,1.614172595267724e-8,6.895759499414352e-9,0.07437800850386055,0.11937759600312636,8.160640189862474e-9,0.08987800600949708,0.14999999673601058,0.07926855937838158,0.033309966397416714,9.375407652565333e-8,8.572294645655025e-8,3.435015901891736e-8,0.14999999220413074,5.324705813294962e-9,3.9450475248974365e-8,0.14999995932760224,6.014516523402136e-9,1995-09-26
5.708085147368585e-7,0.05098708611811825,4.358159343671301e-10,0.01331274780783422,0.024652459607180984,0.04660006080087783,1.16479641924825e-9,8.85293347073391e-8,0.029178379790174378,0.041507446077858064,9.350977469442963e-10,4.724741922653144e-10,1.0364583836650005e-9,3.783152700193495e-9,4.979976109233157e-10,0.11068024771456,0.11479016328643296,3.5969477448190137e-10,0.07613224887324697,0.14999999967544145,0.03007860102131748,0.0120798282332277,7.115158226490482e-9,2.844110315993728e-9,1.9844054686959598e-9,0.1499999989512916,3.7539471143200864e-10,5.209338235573252e-8,0.1499999992173161,3.893334833480013e-10,1995-10-25
