Window,Date,Food,Beer,Smoke,Games,Books,Hshld,Clths,Hlth,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal,Oil,Util,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin,Other
58,1999-09-22,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.1451538930094237,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.10484610699057631,0.0,0.0,0.0,0.0,0.0
59,1999-10-21,0.15,0.0,0.15,0.0,0.0556191236473308,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.04438087635266918,0.0,0.0,0.0,0.0,0.0
60,1999-11-19,0.15,0.0,0.15,0.0,0.04430086149768074,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.15,0.05569913850231924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,1999-12-21,0.15,0.0,0.033306057878514976,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.15,0.066693942121485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,2000-01-21,0.15,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.12420971709717099,0.0,0.0,0.15,0.0,0.125790282902829,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,2000-02-22,0.15,0.0,0.0,0.0,0.11824817518248167,0.0,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.13175182481751835,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,2000-03-22,0.15,0.0,6.860301080240489e-5,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.09993139698919756,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,2000-04-20,0.15,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.14754241096506016,0.0,0.0,0.15,0.0,0.10245758903493983,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,2000-05-22,0.15,0.0,0.15,0.0,0.05410597863781428,0.0,0.0,0.0,0.0458940213621857,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,2000-06-21,0.15,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.01777996877824314,0.0,0.0,0.15,0.0,0.08222003122175683,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,2000-07-21,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.10991131795869205,0.0,0.0,0.15,0.0,0.14008868204130795,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,2000-08-21,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.1461980325985495,0.0,0.0,0.15,0.0,0.1038019674014505,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,2000-09-20,0.15,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0406750420242415,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05932495797575848
71,2000-10-19,0.15,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.07741112434087427,0.0,0.0,0.15,0.0,0.022588875659125707,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2000-11-17,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.13283889767196758,0.0,0.0,0.15,0.0,0.11716110232803242,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,2000-12-19,0.15,0.0,0.15,0.0,0.1418773552586504,0.0,0.0,0.0,0.10812264474134961,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,2001-01-22,0.15,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.05040227629513332,0.0,0.0,0.15,0.0,0.049597723704866654,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,2001-02-21,0.15,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.008227333757331687,0.15,0.15,0.0,0.0,0.0,0.0,0.09177266624266829,0.0,0.0,0.0,0.0,0.0
76,2001-03-22,0.15,0.0,0.15,0.0,0.14752155172413803,0.0,0.0,0.0,0.10247844827586197,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,2001-04-23,0.15,0.0,0.15,0.0,0.12272303388249925,0.0,0.0,0.0,0.12727696611750075,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,2001-05-22,0.15,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.09607545093951758,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.003924549060482394,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,2001-06-21,0.15,0.0,0.15,0.0,0.1349763224763227,0.0,0.0,0.0,0.11502367752367729,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,2001-07-23,0.15,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.11942086398792601,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.130579136012074,0.0,0.0,0.0,0.0,0.0
81,2001-08-21,0.15,0.0,0.15,0.0,0.11989674344718021,0.0,0.0,0.0,0.1301032565528198,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,2001-09-26,0.15,0.0,0.15,0.0,0.042522914220187474,0.0,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.04911186617529475,0.0,0.0,0.0,0.0,0.008365219604517755
83,2001-10-25,0.15,0.0,0.15,0.0,0.08196198234894786,0.0,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.01803801765105212,0.0,0.0,0.0,0.0,0.0
84,2001-11-26,0.15,0.0,0.15,0.0,0.13206828227404346,0.0,0.0,0.0,0.15,0.0,0.0,0.11793171772595654,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,2001-12-26,0.15,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.0,0.08695238095238096,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.013047619047619016,0.0,0.0,0.0,0.0,0.0
86,2002-01-28,0.15,0.0,0.15,0.0,0.08999397616281563,0.0,0.0,0.0,0.15,0.0,0.0,0.010006023837184352,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0
87,2002-02-27,0.15,0.0,0.15,0.0,0.07143192850743382,0.0,0.0,0.0,0.15,0.0,0.0,0.05528411283988158,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.12328395865268464,0.0,0.0,0.0,0.0,0.0
88,2002-03-28,0.15,0.0,0.15,0.0,0.08083514041723422,0.0,0.0,0.0,0.15,0.0,0.0,0.02792912690363561,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.14123573267913017,0.0,0.0,0.0,0.0,0.0
89,2002-04-29,0.15,0.0,0.15,0.0,0.1404084562181914,0.0,0.0,0.0,0.15,0.0,0.0,0.1095915437818086,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,2002-05-29,0.15,0.0,0.15,0.0,0.13273081575057108,0.0,0.0,0.0,0.15,0.0,0.0,0.11726918424942892,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,2002-06-27,0.15,0.0,0.15,0.0,0.07444088249760068,0.0,0.0,0.0,0.15,0.0,0.0,0.044183414259436525,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.13137570324296277,0.0,0.0,0.0,0.0,0.0
92,2002-07-29,0.07751574689986761,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.148903569155871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.02358068394426143,0.0
93,2002-08-27,0.08364883992179876,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.1401873040913922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.026163855986809023,0.0
