x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,Date
0.0,0.07424381598526764,0.0,0.0,0.0,0.040499878988926166,0.0,0.0,0.021726265561446096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.0,0.12270972238210992,0.0,0.03558695908523656,0.0,0.15,0.0,0.0,0.10523335799701365,0.0,1995-01-26
0.0,0.11402100966976463,0.0,0.0,0.0,0.03882678447721192,0.0,0.0,0.020574769541580107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1315078413473643,0.0,0.15,0.15,0.0,0.14603916635790468,0.0,0.0,0.0,0.15,0.0,0.0,0.09903042860617446,0.0,1995-02-27
0.0,0.1235650463971954,0.0,0.0,0.0,0.06515300128101408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.002996312552055297,0.07768704713702315,0.0,0.035435551305005676,0.0,0.15,0.0,0.0,0.0951630413277064,0.0,1995-03-28
0.0,0.0643866986660733,0.0,0.0,0.0,0.08144171596792955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.0,0.05223709661208818,0.0,0.051934488753908985,0.0,0.15,0.0,0.0,0.15,0.0,1995-04-27
0.0,0.051165825572386546,0.0,0.0,0.0,0.0,0.0,0.0,0.04840103068249109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.043477473620175,0.03633911370540839,0.0,0.07061655641953894,0.0,0.15,0.0,0.0,0.15,0.0,1995-05-26
0.0,0.055311757492988806,0.0,0.0,0.0,0.03852607659796762,0.0,0.0,0.0800058806685443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.0,0.006726368843879604,0.0,0.06942991639661966,0.0,0.15,0.0,0.0,0.15,0.0,1995-06-27
0.0,0.06314893373965348,0.0,0.0,0.0,0.0,0.0,0.0,0.045018917484350565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.03069981914276382,0.07192120901062035,0.0,0.03921112062260869,0.0,0.15,0.0,0.0,0.15,0.0,1995-07-27
0.0,0.05044182981551119,0.0,0.0,0.0,0.0,0.0,0.0,0.029479520577780822,0.0,0.0,0.0,0.0,0.0,0.0,0.06548739679856078,0.1339531408782961,0.0,0.15,0.15,0.07864235935797112,0.04199575257188003,0.0,0.0,0.0,0.15,0.0,0.0,0.15,0.0,1995-08-25
0.0,0.07523429862001829,0.0,0.0,0.0,0.0,0.0,0.0,0.09652700713454097,0.0,0.0,0.0,0.0,0.0,0.0,0.06779441307253255,0.12100806789324535,0.0,0.06925949884270038,0.15,0.13195821575342645,0.007252645151146614,0.0,0.0,0.0,0.13096585353238946,0.0,0.0,0.15,0.0,1995-09-26
0.0,0.059939421591322914,0.0,0.0,0.0,0.04087178031647193,0.0,0.0,0.03477688914020353,0.0,0.0,0.0,0.0,0.0,0.0,0.14972304245652837,0.1288320706950866,0.0,0.10350159858691624,0.15,0.0560845581294606,0.025688370938266255,0.0,0.0,0.0,0.09215958521696219,0.0,0.008422682928780909,0.15,0.0,1995-10-25
0.0,0.1125576293788222,0.0,0.0,0.03198056341733674,0.0860336861719179,0.0,0.0,0.0,0.13125261890467987,0.0,0.0,0.0,0.0,0.0,0.09408484079210035,0.12406498576380375,0.0,0.06412412699038338,0.15,0.0,0.0,0.0,0.0,0.0,0.05590154858095581,0.0,0.0,0.15,0.0,1995-11-24
0.0,0.07105666978197853,0.0,0.0,0.025898104667367982,0.0,0.0,0.0,0.0,0.0914987794967835,0.0,0.0,0.0,0.0,0.0,0.15,0.12983143787140244,0.0,0.15,0.15,0.08171500818246755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,1995-12-26
0.0,0.07036882865675254,0.0,0.0,0.013872119413882921,0.0,0.0,0.0,0.0,0.051070205692267605,0.0,0.0,0.0,0.0,0.0,0.15,0.1450397359456345,0.009131867409653415,0.15,0.15,0.11051724288180909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,1996-01-25
0.0,0.03731969471107173,0.0,0.0,0.011189081606885535,0.07405700530903923,0.0,0.0,0.0,0.04241263618744648,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.04520315212593512,0.15,0.15,0.12541981581532255,0.0,0.0,0.0,0.0,0.018528391191818278,0.0,0.0,0.04587022305248113,0.0,1996-02-26
0.0,0.03251825097199784,0.0,0.0,0.06535730185248571,0.057295793912066045,0.0,0.0,0.0,0.026034158726091355,0.0,0.0,0.0,0.0,0.0,0.12509042490826836,0.15,0.031479942736373764,0.1431110642732812,0.15,0.08233880161416575,0.0,0.0,0.0,0.0,0.027647319457087108,0.0,0.0,0.10912694154818281,0.0,1996-03-26
0.0,0.03379676821285906,0.0,0.0,0.09002044898460146,0.05447345065814077,0.0,0.0,0.0,0.0790334507133714,0.0,0.0,0.0,0.0,0.0,0.133002000811331,0.15,0.0026787558849918356,0.15,0.15,0.05539821714728141,0.0,0.0,0.03827791782703538,0.0,0.06331898976038783,0.0,0.0,0.0,0.0,1996-04-25
0.0,0.05451431249968968,0.0,0.0,0.02419998665221702,0.09449969673347668,0.0,0.0,0.0,0.04588969758877439,0.0,0.0,0.0,0.0,0.0,0.11897750751529067,0.15,0.015404465092914139,0.13872709627727425,0.15,0.057072814686893465,0.0,0.0,0.0007144229534700777,0.0,0.15,0.0,0.0,0.0,0.0,1996-05-24
