Geometry,Ann_Return,Ann_Vol,Sharpe,Max_DD,Turnover,Final_Wealth,Mean_Active_ESS,Mean_Active_States,Mean_Worst_CVaR,Mean_State_Corr,N_Windows
diag,0.11278384864407728,0.13945677105509022,0.8087369855962303,-0.41687745041334,0.09478852330762708,25.04042479150443,83.02077929105958,3.6551724137931036,4.525328086253514,0.7011984529130654,377
full,0.11329408165486135,0.13979771018765866,0.8104144302705678,-0.4131152739133249,0.09350605897646903,25.399957337368285,64.33985898436973,3.6286472148541113,4.535181306668135,0.7011984529130654,377
