Window,Date,Food,Beer,Smoke,Games,Books,Hshld,Clths,Hlth,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal,Oil,Util,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin,Other
11,1995-10-24,0.04434759554562869,0.07459710870066646,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02024661389354888,0.15,0.0,0.0,0.09132159188620043,0.15,0.12632465692203773,0.0,0.0,0.013430972708965665,0.0,0.0,0.0,0.0,0.029731460342952126,0.0
12,1995-11-22,0.04339358574099596,0.06061272522876884,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030732167321202025,0.15,0.005453309915641048,0.0,0.10737897656742448,0.15,0.13688535090472928,0.0,0.012746632456621226,0.0,0.0,0.0,0.0,0.0,0.002797251864617137,0.0
13,1995-12-22,0.0758362594637966,0.02454685517568675,0.0,0.0,0.146977776513033,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048301531616964634,0.15,0.0,0.0059186711844377935,0.1452723391654964,0.15,0.10153883368818022,0.0,0.0016077331924046383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,1996-01-24,0.15,0.15,0.0,0.0,0.050324806516523476,0.01150217503514055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06307642910967515,0.11961764095160934,0.03774099719699607,0.03901233414043173,0.12210248462714926,0.15,0.007453535001899147,0.0,0.0,0.0991695974205745,0.0,0.0,0.0,0.0,0.0,0.0
15,1996-02-23,0.13952723005608536,0.15,0.0,0.0,0.03041173476214608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03854429487787399,0.15,0.03715644639264554,0.028169060920661574,0.15,0.15,0.0,0.0,0.0,0.12619123299058735,0.0,0.0,0.0,0.0,0.0,0.0
16,1996-03-25,0.14885569396446924,0.14518874009688124,0.0,0.0,0.053791298608751134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05257595991389245,0.135533993130728,0.03733336265873687,0.0322557377158525,0.15,0.15,0.0,0.0,0.0,0.09446521391068849,0.0,0.0,0.0,0.0,0.0,0.0
17,1996-04-24,0.12050581710948526,0.15,0.0,0.0,0.0,0.06042059250368997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07336521203853785,0.15,0.10228856961885222,0.0489041775943776,0.13020058189181719,0.15,0.014315049243239826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1996-05-23,0.15,0.15,0.0,0.0,0.0,0.02914297718180936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07479483929822998,0.15,0.08282138608297644,0.04474814631825181,0.15,0.15,0.0,0.0,0.0,0.01849265111873246,0.0,0.0,0.0,0.0,0.0,0.0
19,1996-06-24,0.15,0.15,0.0,0.0,0.0,0.016521235907421813,0.0,0.0,0.0,0.0,0.0,0.0020956729145364503,0.0,0.0,0.058930050328568274,0.15,0.06107099611312752,0.03751457448705754,0.15,0.15,0.0,0.0,0.0,0.0738674702492882,0.0,0.0,0.0,0.0,0.0,0.0
20,1996-07-24,0.15,0.03453353425568197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13655371708241432,0.09427125529163993,0.10855548402911072,0.061864838705671034,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11422117063548194,0.0
21,1996-08-22,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.08459944001870467,0.09539917325642235,0.0650675310204806,0.09850613312714107,0.15,0.0,0.0,0.0,0.05642772257725133,0.0,0.0,0.0,0.0,0.15,0.0
